"UNITID_P","INSTNM","BRANCH","Address","City","State","Zip","sector_cd","sector_desc","men_total","women_total","total","MURD5","NEG_M5","FORCIB5","NONFOR5","ROBBE5","AGG_A5","BURGLA5","VEHIC5","ARSON5","MURD6","NEG_M6","FORCIB6","NONFOR6","ROBBE6","AGG_A6","BURGLA6","VEHIC6","ARSON6","MURD7","NEG_M7","FORCIB7","NONFOR7","ROBBE7","AGG_A7","BURGLA7","VEHIC7","ARSON7","FILTER05","FILTER06","FILTER07"
15232701,"Rudae's School of Beauty Culture Inc","Rudae's School of Beauty Culture, Inc.- Main Camp.","208 W JEFFERSON ST","KOKOMO","IN",469014516,9,"Private for-profit, less-than 2-year",3,65,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
15233601,"University of Saint Francis-Ft Wayne","University of Saint Francis","2701 Spring Street","Fort Wayne","IN",468083994,2,"Private nonprofit, 4-year or above",627,1508,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15236301,"Saint Josephs College","Main Campus","US Highway 231","RENSSELAER","IN",47978,2,"Private nonprofit, 4-year or above",433,637,1070,0,0,1,0,0,0,11,0,0,0,0,2,0,0,3,15,0,0,0,0,2,0,0,0,8,0,0,1,1,1
15238101,"Saint Mary-of-the-Woods College","Main Campus","ST HWY 150","ST MARY-OF-THE-WOODS","IN",478761099,2,"Private nonprofit, 4-year or above",82,1595,1677,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15239001,"Saint Mary's College","Main Campus","No Street Address","NOTRE DAME","IN",465565001,2,"Private nonprofit, 4-year or above",2,1602,1604,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,1,1,1
15241501,"Sawyer College-Hammond","Branch Campus","7833 Indianapolis Blvd.","HAMMOND","IN",46324,6,"Private for-profit, 2-year",50,462,512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,1
15242401,"Kaplan College-Merrillville","Main Campus","3803 E LINCOLN HWY","MERRILLVILLE","IN",46410,6,"Private for-profit, 2-year",30,317,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15245101,"Saint Meinrad School of Theology","Main Campus","200 Hill Drive","ST MEINRAD","IN",475771301,2,"Private nonprofit, 4-year or above",140,36,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
15249701,"Saint Elizabeth School of Nursing","Main Campus","1508 TIPPECANOE STREET","LAFAYETTE","IN",479042198,5,"Private nonprofit, 2-year",12,202,214,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1
15253001,"Taylor University","Main Campus","236 W READE AVE","UPLAND","IN",469891001,2,"Private nonprofit, 4-year or above",845,1034,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15256701,"Tri-State University","Main Campus","1 UNIVERSITY AVE","ANGOLA","IN",467031764,2,"Private nonprofit, 4-year or above",912,425,1337,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15260001,"Valparaiso University","VALPARAISO UNIVERSITY","1700 CHAPEL DRIVE, US HWY 30","VALPARAISO","IN",463839978,2,"Private nonprofit, 4-year or above",777,777,1554,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,23,0,0,1,1,1
15262801,"Vincennes Beauty College","Main Campus","12 S SECOND ST","VINCENNES","IN",47591,9,"Private for-profit, less-than 2-year",4,83,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15263701,"Vincennes University","Main Campus","1002 N FIRST ST","VINCENNES","IN",47591,1,"Public, 4-year or above",5907,4843,10750,0,0,6,0,1,0,2,2,0,0,0,3,0,1,0,17,4,0,0,0,1,0,0,0,3,3,0,1,1,1
15267301,"Wabash College","Main Campus","301 West Wabash Avenue","CRAWFORDSVILLE","IN",47933,2,"Private nonprofit, 4-year or above",917,0,917,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,9,1,0,1,1,1
15279801,"Allen College","Main Campus","1825 Logan Ave","WATERLOO","IA",507031999,2,"Private nonprofit, 4-year or above",23,439,462,0,0,0,0,0,1,5,0,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15282201,"AIB College of Business","Main Campus","2500 FLEUR DR","DES MOINES","IA",503211799,5,"Private nonprofit, 2-year",284,681,965,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,2,3,0,1,1,1
15299201,"Briar Cliff University","Main Campus","3303 REBECCA ST","SIOUX CITY","IA",51104,2,"Private nonprofit, 4-year or above",502,636,1138,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15300101,"Buena Vista University","Main Campus","610 W 4TH ST","STORM LAKE","IA",50588,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,2,21,0,1,0,0,3,0,0,3,13,0,0,0,0,2,0,0,2,4,0,1,1,1,1
15303801,"Daytons School of Hair Design","Main Campus","315 N MAIN ST","BURLINGTON","IA",52601,6,"Private for-profit, 2-year",0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15307401,"Capri College","Main Campus","395 MAIN ST","DUBUQUE","IA",520040873,6,"Private for-profit, 2-year",4,165,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15308301,"Capri College","Capri College","2945 WILLIAMS PARKWAY S.W.","CEDAR RAPIDS","IA",52404,6,"Private for-profit, 2-year",10,189,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
15309201,"American College of Hairstyling-Cedar Rapids","Main Campus","1531 FIRST AVE SE","CEDAR RAPIDS","IA",52402,6,"Private for-profit, 2-year",4,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15310801,"Central College","Main Campus","812 UNIVERSITY","PELLA","IA",50219,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,1,1,1
15312601,"Clarke College","Main Campus","1550 CLARKE DR","DUBUQUE","IA",520013198,2,"Private nonprofit, 4-year or above",355,875,1230,0,0,2,0,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
15314401,"Coe College","Main Campus","1220 FIRST AVE NE","CEDAR RAPIDS","IA",524025092,2,"Private nonprofit, 4-year or above",587,729,1316,0,0,0,0,0,0,16,1,0,0,0,2,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,1,1,1
15316201,"Cornell College","Main Campus","600 FIRST ST SW","Mount Vernon","IA",523141098,2,"Private nonprofit, 4-year or above",533,550,1083,0,0,0,0,0,0,2,0,0,0,0,5,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
15317101,"Iowa School of Beauty","Main Campus","112 NICHOLAS DR","MARSHALLTOWN","IA",50158,6,"Private for-profit, 2-year",1,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15321401,"Des Moines Area Community College","Des Moines Area Com. Col. - Ankeny Campus","2006 SOUTH  ANKENY BLVD","ANKENY","IA",500238995,4,"Public, 2-year",8202,10118,18320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
15321402,"Des Moines Area Community College","Des Moines Area Com. Col. - Boone Campus","1125 Hancock Drive","Boone","IA",50036,4,"Public, 2-year",8202,10118,18320,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
15321403,"Des Moines Area Community College","Des Moines Area Com. Col. - Carroll Campus","906 N. Grant Road","Carroll","IA",51401,4,"Public, 2-year",8202,10118,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15321404,"Des Moines Area Community College","Des Moines Area Com. Col. - Newton Campus","600 N. 2nd Ave. West","Newton","IA",50208,4,"Public, 2-year",8202,10118,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15321405,"Des Moines Area Community College","Des Moines Area Com. Col.  - Trans. Institute","2801 N.E. 54th St","Des Moines","IA",50313,4,"Public, 2-year",8202,10118,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15321406,"Des Moines Area Community College","Des Moines Area Com. Col. - Urban Campus","1100 7th St.","Des Moines","IA",50314,4,"Public, 2-year",8202,10118,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
15321407,"Des Moines Area Community College","Des Moines Area Com. Col. - West Campus","5959 West Grand Ave.","West Des Moines","IA",50266,4,"Public, 2-year",8202,10118,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15321408,"Des Moines Area Community College","Des Moines Area Com. Co. - Success Center","800 SW Porter","Des Moines","IA",50315,4,"Public, 2-year",8202,10118,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15321409,"Des Moines Area Community College","Des Moines Area Com Col - Story Co Career Academy","1420 South Bell Ave.","Ames","IA",50010,4,"Public, 2-year",8202,10118,18320,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
15324101,"Divine Word College","Main Campus","102 JACOBY DR SW, PO BOX 380","EPWORTH","IA",520450380,2,"Private nonprofit, 4-year or above",50,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15325001,"Dordt College","Main Campus","498 4TH AVE NE","SIOUX CENTER","IA",512501697,2,"Private nonprofit, 4-year or above",653,648,1301,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,1,1,1
15326901,"Drake University","Main Campus","2507 UNIVERSITY AVE","DES MOINES","IA",503114505,2,"Private nonprofit, 4-year or above",2294,3323,5617,0,0,3,0,2,0,16,8,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,8,10,0,1,1,1
15327801,"University of Dubuque","Main Campus","2000 UNIVERSITY AVE","DUBUQUE","IA",52001,2,"Private nonprofit, 4-year or above",865,695,1560,0,0,0,0,0,0,23,0,2,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,7,0,0,1,1,1
15329601,"Ellsworth Community College","Ellsworth Community College","1100 COLLEGE AVE","IOWA FALLS","IA",50126,4,"Public, 2-year",454,462,916,0,0,0,0,2,2,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,2,3,0,0,1,1,1
15330201,"Emmaus Bible College","Emmaus Bible College","2570 ASBURY RD","DUBUQUE","IA",520013096,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15331101,"Eastern Iowa Community College District","Administrative office & Non-Credit Student Attendence Center","306 West River Drive","Davenport","IA",528011221,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15331102,"Eastern Iowa Community College District","Clinton Community College","1000 Lincoln Blvd","Cinton","IA",52732,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15331103,"Eastern Iowa Community College District","Muscatine Community College","152 Colorado St.","Muscatine","IA",52761,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15331104,"Eastern Iowa Community College District","Scott Community College","500 Belmont Road","Bettendorf","IA",52722,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15332001,"Faith Baptist Bible College and Theological Seminary","Main Campus","1900 NW 4TH ST","ANKENY","IA",50023,2,"Private nonprofit, 4-year or above",209,180,389,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,1,1,1
15333901,"Faust Institute of Cosmetology","Main Campus","1290 N. Lake Ave.","STORM LAKE","IA",50588,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15336601,"Graceland University-Lamoni","Graceland University","1 University Place","Lamoni","IA",50140,2,"Private nonprofit, 4-year or above",817,1645,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15336602,"Graceland University-Lamoni","Independence Campus","1401 W TRUMAN RD","INDEPENDENCE","MO",640503434,2,"Private nonprofit, 4-year or above",817,1645,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
15337501,"Grand View College","Main Campus","1200 GRANDVIEW AVE","DES MOINES","IA",50316,2,"Private nonprofit, 4-year or above",559,1189,1748,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,1,0,1,1,1
15338401,"Grinnell College","Main Campus","1432 East Street","GRINNELL","IA",501121690,2,"Private nonprofit, 4-year or above",774,880,1654,0,0,1,0,0,0,19,0,10,0,0,5,0,0,3,18,0,8,0,0,4,0,1,1,12,0,4,1,1,1
15338402,"Grinnell College","Grinnell In London Program","103 Great Russell Street","London","",NA,2,"Private nonprofit, 4-year or above",774,880,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15338403,"Grinnell College","Grinnell In Washington D.C.","1776 Massachusetts AVe, NW Suite 201","Washington","DC",20036,2,"Private nonprofit, 4-year or above",774,880,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15340901,"Hamilton College-Mason City Branch","Kaplan University - Mason City","2570 4TH STREET SW","MASON CITY","IA",50401,3,"Private for-profit, 4-year or above",44,104,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
15341801,"Hamilton College-Main Campus","Main Campus","3165 Edgewood Parkway, SW","CEDAR RAPIDS","IA",52404,3,"Private for-profit, 4-year or above",74,244,318,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15342701,"Hamilton Technical College","Main Campus","1011 E 53RD ST","DAVENPORT","IA",52807,3,"Private for-profit, 4-year or above",146,96,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15344501,"Hawkeye Community College","Main Campus","1501 E ORANGE RD","WATERLOO","IA",50701,4,"Public, 2-year",2621,3104,5725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
15346301,"Bill Hills College of Cosmetology","Bill Hills College of Cosmetology","910 Ave G","Fort Madison","IA",526274530,6,"Private for-profit, 2-year",0,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
15347201,"Indian Hills Community College","Ottumwa Campus","525 GRANDVIEW","OTTUMWA","IA",52501,4,"Public, 2-year",1700,2474,4174,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,5,0,0,1,1,1
15347202,"Indian Hills Community College","Centerville Campus","721 N. 1st Street","Centerville","IA",52544,4,"Public, 2-year",1700,2474,4174,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
15352401,"Iowa Central Community College","Main Campus","One Triton Circle","FT DODGE","IA",50501,4,"Public, 2-year",2831,2900,5731,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,0,0,1,1,1
15353301,"Iowa Lakes Community College","Main Campus","19 S 7TH ST","ESTHERVILLE","IA",51334,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1
15353302,"Iowa Lakes Community College","Iowa Lakes Community College - Emmetsburg","3200 COLLEGE DRIVE","EMMETSBURG","IA",50536,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15353304,"Iowa Lakes Community College","Iowa Lakes Community College - Algona","2111 HWY 169 NORTH","ALGONA","IA",505110680,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15353305,"Iowa Lakes Community College","Iowa Lakes Community College - Spencer","1900 N GRAND AVE SUITE B1","SPENCER","IA",513012294,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15353306,"Iowa Lakes Community College","Iowa Lakes Community College - Spirit Lake","800 21ST ST","SPIRIT LAKE","IA",513603439,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15354201,"Iowa Health-Des Moines School of Radiologic Technology","Main Campus","1200 PLEASANT ST","DES MOINES","IA",503091453,5,"Private nonprofit, 2-year",2,19,21,0,0,0,0,0,4,27,0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,1,4,0,1,1,1
15358801,"American College of Hairstyling-Des Moines","Main Campus","603 E SIXTH ST","DES MOINES","IA",50309,6,"Private for-profit, 2-year",9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15359701,"Iowa School of Beauty","Main Campus","3305 70TH ST","DES MOINES","IA",503223203,6,"Private for-profit, 2-year",5,132,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15360301,"Iowa State University","Iowa State University","Beardshear Hall","Ames","IA",50011,1,"Public, 4-year or above",14855,11305,26160,0,0,5,0,2,7,34,2,7,0,0,8,0,0,4,37,8,11,0,0,4,0,2,7,43,6,3,1,1,1
15362101,"Iowa Wesleyan College","Main Campus","601 N MAIN ST","MT PLEASANT","IA",526411398,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,9,0,0,1,1,1
15363001,"Iowa Western Community College","Main Campus","2700 COLLEGE RD BOX 4C","COUNCIL BLUFFS","IA",515023004,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,3,4,0,0,0,1,0,0,1,1,1,0,1,1,1
15363002,"Iowa Western Community College","Clarinda Campus","923 East Washington","Clarinda","IA",51632,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15363003,"Iowa Western Community College","Cass County Center","705 Walnut Street","Atlantic","IA",50022,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15363004,"Iowa Western Community College","Page Fremont Center","1001 W Sheridan Avenue","Shenandoah","IA",51601,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15363005,"Iowa Western Community College","Shelby County Center","2712 12th Street","Harlan","IA",51537,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15365801,"University of Iowa","Main Campus","JESSUP HALL","IOWA CITY","IA",522421316,1,"Public, 4-year or above",13797,15320,29117,0,0,3,0,0,10,33,4,4,0,0,6,0,1,4,36,4,5,0,0,6,0,1,6,36,4,1,1,1,1
15373701,"Kirkwood Community College","Kirkwood Community College","6301 Kirkwood Blvd SW","Cedar Rapids","IA",524062068,4,"Public, 2-year",6999,8092,15091,0,0,0,0,0,0,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
15374601,"La James International College","Main Campus","6322 UNIVERSITY AVE","CEDAR FALLS","IA",50613,6,"Private for-profit, 2-year",6,121,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15376401,"La James International College","Main Campus","8805 Chambery Blvd","Johnston","IA",50131,6,"Private for-profit, 2-year",10,250,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15377301,"La James College of Hairstyling and Cosmetology","Main Campus","24 SECOND ST NE","MASON CITY","IA",504013308,6,"Private for-profit, 2-year",4,104,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15378201,"La James International College","Main Campus","2419 5th Avenue South","FT DODGE","IA",50501,6,"Private for-profit, 2-year",1,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15382501,"Loras College","Main Campus","1450 ALTA VISTA","DUBUQUE","IA",520010178,2,"Private nonprofit, 4-year or above",798,793,1591,0,0,2,0,0,2,25,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,8,0,0,1,1,1
15383401,"Luther College","Main Campus","700 COLLEGE DR","DECORAH","IA",521011045,2,"Private nonprofit, 4-year or above",1065,1411,2476,0,0,1,0,0,4,12,0,0,0,0,4,0,0,7,9,1,0,0,0,6,0,0,2,7,0,0,1,1,1
15386101,"Maharishi University of Management","Main Campus","1000 N 4TH ST","FAIRFIELD","IA",52557,2,"Private nonprofit, 4-year or above",720,228,948,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,1,1
15392201,"Marshalltown Community College","Marshalltown Community College","3702 S CENTER ST","MARSHALLTOWN","IA",50158,4,"Public, 2-year",680,1021,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15397701,"Mercy College of Health Sciences","Main Campus","928 SIXTH AVE","DES MOINES","IA",503091239,2,"Private nonprofit, 4-year or above",61,619,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15400401,"Morningside College","Main Campus","1501 MORNINGSIDE AVE","SIOUX CITY","IA",511061751,2,"Private nonprofit, 4-year or above",658,1140,1798,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1
15401301,"Mount Mercy College","Main Campus","1330 ELMHURST DR NE","CEDAR RAPIDS","IA",524024797,2,"Private nonprofit, 4-year or above",427,1079,1506,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,1,1
15402201,"Ashford University","Main Campus","400 N BLUFF BLVD","CLINTON","IA",527332967,3,"Private for-profit, 4-year or above",2521,8047,10568,0,0,0,0,0,2,4,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1
15405901,"North Iowa Area Community College","Main Campus","500 COLLEGE DR","MASON CITY","IA",50401,4,"Public, 2-year",1509,1763,3272,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15409501,"University of Northern Iowa","Main Campus","1222 W 27TH ST","CEDAR FALLS","IA",50614,1,"Public, 4-year or above",5346,7346,12692,0,0,5,0,0,0,5,0,6,0,0,2,0,1,2,10,1,0,0,0,8,0,0,1,8,0,0,1,1,1
15410101,"Northwestern College","Main Campus","101 SEVENTH ST SW","ORANGE CITY","IA",51041,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1
15411001,"Northeast Iowa Community College-Calmar","Main Campus","1625 HWY 150","CALMAR","IA",521320400,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15411002,"Northeast Iowa Community College-Calmar","Peosta Campus","10250 Sundown Road","Peosta","IA",520689703,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15411003,"Northeast Iowa Community College-Calmar","Dubuque Center","700 Main Street","Dubuque","IA",520016820,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15411004,"Northeast Iowa Community College-Calmar","Oelwein Center","317 8th Avenue S.E.,  Suite G","Oelwein","IA",506622501,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15411005,"Northeast Iowa Community College-Calmar","Delaware County Center - Manchester","223 West Main Street","Manchester","IA",520571547,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
15411006,"Northeast Iowa Community College-Calmar","Chickasaw County Center - New Hampton","951 North Linn Avenue","New Hampton","IA",506591203,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15411007,"Northeast Iowa Community College-Calmar","Cresco Center","1020 2nd Avenue S.E.","Cresco","IA",521361710,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15411008,"Northeast Iowa Community College-Calmar","Town Clock Center for Professional Development","680 Main Street","Dubuque","IA",520016819,4,"Public, 2-year",1867,2943,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
